real,imag,frequencies
3407.8991104536644,-231.0424353111336,547.8901179593945
3406.525413887379,-237.50419008678816,587.2786613189483
3405.024063695633,-245.09277528205533,629.4988990221881
3403.3664832781506,-253.84136083528904,674.75440531107
3401.521200419608,-263.7877761020514,723.2633896483541
3399.4532805066237,-274.9745082815351,775.2597488629465
3397.123705145014,-287.44867697435797,830.9941949353396
3394.488688140544,-301.2619756609458,890.7354638610431
3391.4989207711365,-316.47056870115495,954.7716114208047
3388.0987384432224,-333.1349298800442,1023.4114021054538
3384.2252012902068,-351.3196055061376,1096.985797892384
3379.8070821681426,-371.0928815553983,1175.849554052157
3374.763757001201,-392.52633030466063,1260.3829296797262
3369.003994741678,-415.6942072900137,1350.9935211980278
3362.4246476031367,-440.672664268571,1448.1182276745344
3354.9092470286078,-467.5387382179278,1552.225357427048
3346.326517461885,-496.3690704152745,1663.816886076129
3336.5288288576035,-527.2383035484678,1783.4308769319075
3325.350620511688,-560.2170990309356,1911.6440753856998
3312.606843770211,-595.3697118386374,2049.074689815848
3298.0914900272332,-632.7510571533179,2196.385372416547
3281.576293615624,-672.403203121394,2354.286414322418
3262.8097269988907,-714.3512287781898,2523.5391704347635
3241.5164379902767,-758.5983977705978,2704.959730463137
3217.397314860504,-805.1206195525024,2899.4228538828784
3190.130403540126,-853.8602032702755,3107.866187782014
3159.3729387861276,-904.7189588894968,3331.2947879346734
3124.7647835804282,-957.5507684035971,3570.785964900459
3085.933591501484,-1012.1538396229288,3827.494478516307
3042.5020063933616,-1068.2629667847539,4102.658105827195
2994.0971811752474,-1125.542253784934,4397.603609302721
2940.3628203816415,-1183.5789004003827,4713.753134116724
2880.9738162952326,-1241.8787964581538,5052.631065335675
2815.653346269764,-1299.864793048672,5415.871378079476
2744.192025448311,-1356.878595330091,5805.225516094902
2666.468372183041,-1412.1872137212592,6222.570836730231
2582.469466717737,-1464.9947827778728,6669.9196630301285
2492.3103102296877,-1514.4602786221424,7149.428986597577
2396.250083670131,-1559.721221007855,7663.410868007447
2294.703340197018,-1599.9228468161393,8214.34358491943
2188.244218499481,-1634.251536738069,8804.883581643455
2077.602095913704,-1661.970554859822,9437.878277775382
1963.6477287463147,-1682.4555429792658,10116.37979766207
1847.3698131638334,-1695.2268309222309,10843.65968689611
1729.842939048903,-1699.9755951888922,11623.224686798518
1612.1889435432156,-1696.581282424079,12458.833642950081
1495.5345194472457,-1685.1184942746117,13354.515629299001
1380.9684343665665,-1665.8526033706705,14314.589375234786
1269.5017693027223,-1639.2245655516776,15343.6840893001
1162.0341795339114,-1605.826510769221,16446.761779946628
1059.3283978378445,-1566.3705528951648,17629.141180959516
961.9941917606345,-1521.6537364335259,18896.523396912115
870.4819334787404,-1472.5220992054617,20255.019392306705
785.0850091275456,-1419.8365199681293,21711.179456945054
705.9496023250853,-1364.442443921877,23272.024789604075
633.0899880648951,-1307.1448690384243,24945.081352303165
566.4073611806278,-1248.6892581843974,26738.416158399494
505.71034637587803,-1189.7484132657503,28660.676169482504
450.73561947120504,-1130.9148658685062,30721.12998861753
401.16743426566927,-1072.6980235977355,32929.71255097148
356.65522990326923,-1015.525152216702,35297.07302730643
316.82884221340896,-959.745242146224,37834.62617131933
281.3111313311625,-905.6348677932851,40554.60735840836
249.72805617050003,-853.4052640928247,43470.131581250265
221.71637552654465,-803.2099866978897,46595.256686646775
196.92924470088366,-755.1526682028879,49945.0511585514
175.04001796009672,-709.2945180527091,53535.666774107296
155.7445737281118,-665.6613303158546,57384.416483023924
138.7624627816274,-624.2498581381789,61509.857885804915
123.83714935198653,-585.0334866145272,65931.88271333542
110.73557810253942,-547.9671891442173,70671.81273927506
99.24726146865589,-512.9917891337736,75752.5025877192
89.1830450538153,-480.0375724782417,81198.44993184025
80.37367553110964,-449.02730971135543,87035.91361485166
72.66826667803096,-419.8787527848546,93293.04026284677
65.93273498232111,-392.50667235657,100000.0
